epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,8.33126,1.5914,2.90861,1.55614,0,0,0,0,0,48.25,0,0,0,0
2,10.5453,1.45367,3.03214,1.43056,0,0,0,0,0,48.25,0,1.9802e-05,1.9802e-05,1.9802e-05
3,12.0893,1.43262,2.89283,1.45998,0,0,0,0,0,48.25,0,3.9208e-05,3.9208e-05,3.9208e-05
4,12.6433,1.40637,2.90753,1.42099,0,0,0,0,0,48.25,0,5.8218e-05,5.8218e-05,5.8218e-05
5,13.1503,1.66628,3.11114,1.66928,0,0,0,0,0,48.25,0,7.6832e-05,7.6832e-05,7.6832e-05
6,13.8513,1.48055,2.82286,1.4099,0,0,0,0,0,48.25,0,9.505e-05,9.505e-05,9.505e-05
7,14.5793,1.64046,2.98519,1.73873,0,0,0,0,0,48.25,0,0.000112872,0.000112872,0.000112872
8,15.4043,1.42891,2.78013,1.57729,0,0,0,0,0,48.25,0,0.000130298,0.000130298,0.000130298
9,16.0753,1.18249,2.76606,1.28892,0,0,0,0,0,48.25,0,0.000147328,0.000147328,0.000147328
10,16.8803,1.27932,2.45245,1.31218,0,0,0,0,0,48.375,0,0.000163962,0.000163962,0.000163962
11,18.1073,1.23707,2.29499,1.29319,0,0,0,0,0,48.5312,0,0.0001802,0.0001802,0.0001802
12,18.7963,1.10878,2.05248,1.2218,0,0,0,0,0,48.8125,0,0.000196042,0.000196042,0.000196042
13,19.4773,1.39836,1.91748,1.3962,0,0,0,0,0,49.0938,0,0.000211488,0.000211488,0.000211488
14,20.1403,1.3219,1.71038,1.49673,0,0,0,0,0,48.875,0,0.000226538,0.000226538,0.000226538
15,20.8343,1.60416,2.14951,1.68285,0,0,0,0,0,48.625,0,0.000241192,0.000241192,0.000241192
16,21.4573,1.31532,1.71204,1.40154,0,0,0,0,0,48.0625,0,0.00025545,0.00025545,0.00025545
17,22.0773,1.30389,1.60495,1.26623,0,0,0,0,0,47.625,0,0.000269312,0.000269312,0.000269312
18,22.7023,1.2588,2.2026,1.39404,0,0,0,0,0,47.625,0,0.000282778,0.000282778,0.000282778
19,23.3353,1.31418,1.57113,1.29123,0,0,0,0,0,47.6562,0,0.000295848,0.000295848,0.000295848
20,23.9133,1.11281,1.53489,1.26751,0,0,0,0,0,47.6562,0,0.000308522,0.000308522,0.000308522
21,24.5033,1.21105,1.8023,1.41631,0,0,0,0,0,47.5625,0,0.0003208,0.0003208,0.0003208
22,25.1103,1.17599,1.39103,1.25154,0,0,0,0,0,47.5625,0,0.000332682,0.000332682,0.000332682
23,25.7393,1.2328,1.52066,1.3383,0,0,0,0,0,47.875,0,0.000344168,0.000344168,0.000344168
24,26.3623,1.10489,1.28929,1.23468,0,0,0,0,0,47.875,0,0.000355258,0.000355258,0.000355258
25,27.0523,1.23204,1.49294,1.27822,0,0,0,0,0,48.3125,0,0.000365952,0.000365952,0.000365952
26,27.6963,1.07387,1.33414,1.09224,0,0,0,0,0,48.3125,0,0.00037625,0.00037625,0.00037625
27,28.2943,1.16639,1.58741,1.28626,0,0,0,0,0,48.7812,0,0.000386152,0.000386152,0.000386152
28,28.9303,1.16158,1.46773,1.23028,0,0,0,0,0,48.7812,0,0.000395658,0.000395658,0.000395658
29,29.5393,1.03457,1.48048,1.18446,0,0,0,0,0,48.7812,0,0.000404768,0.000404768,0.000404768
30,30.1423,0.98467,1.30306,1.19271,0,0,0,0,0,48.7812,0,0.000413482,0.000413482,0.000413482
31,30.7463,1.07145,1.2429,1.21735,0,0,0,0,0,48.5,0,0.0004218,0.0004218,0.0004218
32,31.3363,1.13327,1.22544,1.18536,0,0,0,0,0,48.5,0,0.000429722,0.000429722,0.000429722
33,31.9463,0.98215,1.29883,1.21154,0,0,0,0,0,48.5625,0,0.000437248,0.000437248,0.000437248
34,32.5483,1.08372,1.27214,1.20092,0,0,0,0,0,48.5625,0,0.000444378,0.000444378,0.000444378
35,33.1723,1.19604,1.34423,1.36613,0,0,0,0,0,48.4375,0,0.000451112,0.000451112,0.000451112
36,33.7483,1.02681,1.49248,1.27877,0,0,0,0,0,48.4375,0,0.00045745,0.00045745,0.00045745
37,34.3543,1.04869,1.22037,1.23519,0,0,0,0,0,48.3125,0,0.000463392,0.000463392,0.000463392
38,34.9353,0.97494,1.08809,1.22011,0,0,0,0,0,48.3125,0,0.000468938,0.000468938,0.000468938
39,35.5603,1.29066,1.21797,1.38583,0,0,0,0,0,47.8438,0,0.000474088,0.000474088,0.000474088
40,36.1483,1.11688,1.34701,1.22257,0,0,0,0,0,47.8438,0,0.000478842,0.000478842,0.000478842
41,36.7713,1.05891,1.16072,1.21047,0,0,0,0,0,46.875,0,0.0004832,0.0004832,0.0004832
42,37.3533,1.02556,1.20928,1.16573,0,0,0,0,0,46.875,0,0.000487162,0.000487162,0.000487162
43,38.0199,1.13043,1.28082,1.35782,0,0,0,0,0,46.5,0,0.000490728,0.000490728,0.000490728
44,38.6304,1.20082,1.58064,1.34029,0,0,0,0,0,46.5,0,0.000493898,0.000493898,0.000493898
45,39.2384,1.16654,1.49549,1.24276,0,0,0,0,0,46.7188,0,0.000496672,0.000496672,0.000496672
46,39.8224,1.3778,1.60526,1.50234,0,0,0,0,0,46.7188,0,0.00049905,0.00049905,0.00049905
47,40.4644,1.03589,1.16842,1.23619,0,0,0,0,0,48.3438,0,0.000501032,0.000501032,0.000501032
48,41.0584,1.00947,1.15677,1.15472,0,0,0,0,0,48.3438,0,0.000502618,0.000502618,0.000502618
49,41.6554,1.05308,1.36392,1.23235,0,0,0,0,0,51.2812,0,0.000503808,0.000503808,0.000503808
50,42.2434,1.0654,1.49417,1.26959,0,0,0,0,0,51.2812,0,0.000504602,0.000504602,0.000504602
51,42.8324,1.02319,1.29937,1.21593,0,0,0,0,0,54.5312,0,0.000505,0.000505,0.000505
52,43.4164,1.07836,1.28916,1.30447,0,0,0,0,0,54.5312,0,0.000505002,0.000505002,0.000505002
53,43.9824,0.99713,1.15216,1.15679,0,0,0,0,0,54.5312,0,0.000504608,0.000504608,0.000504608
54,44.5814,1.173,1.33243,1.33212,0,0,0,0,0,54,0,0.000503818,0.000503818,0.000503818
55,45.1834,1.01291,1.29887,1.10909,0,0,0,0,0,54,0,0.000502632,0.000502632,0.000502632
56,45.7504,1.22937,1.49551,1.27728,0,0,0,0,0,54,0,0.00050105,0.00050105,0.00050105
57,46.3474,0.86499,1.19822,1.08231,0,0,0,0,0,51.5,0,0.000499072,0.000499072,0.000499072
58,46.9314,1.05312,1.31992,1.33198,0,0,0,0,0,51.5,0,0.000496698,0.000496698,0.000496698
59,47.5444,1.15978,1.31624,1.34429,0,0,0,0,0,51.5,0,0.000493928,0.000493928,0.000493928
60,48.1464,0.99026,1.0469,1.16857,0,0,0,0,0,50.4688,0,0.000490762,0.000490762,0.000490762
61,48.7819,1.09809,1.12098,1.12688,0,0,0,0,0,50.4688,0,0.0004872,0.0004872,0.0004872
